reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
SHA0164,SHA0164,"Shaw Health Centre, Corner High St",0.35,,not-permissioned,0.9278280353505957,0.5833333333333334,0.9096403631798665,0.8069339106212653
SHA1051,SHA1051,"Alexandra Suite, Horsedge Mill, Rock Street, OldhaM",0.39,,not-permissioned,0.6811962694404278,0.5833333333333334,0.8583643975601861,0.707631333444649
SHA1138,SHA1138,"Raven Mill, Raven Avenue, Chadderton",1.64,,not-permissioned,0.7055939480559151,0.5833333333333334,0.9431827006961471,0.7440366606951319
SHA1556,SHA1556,"Bell Mill, Castle Mill Street, Oldham",0.45,,not-permissioned,0.7091845887177823,0.5833333333333334,0.9110406737474142,0.7345195319328433
SHA1665,SHA1665,"Ivy Mill, Failsworth",1.71,,not-permissioned,0.9337819328669927,0.5833333333333334,0.9672229465003873,0.8281127375669045
SHA2135,SHA2135,"CH Medical Centre, Fields New Road",0.26,,not-permissioned,0.664330435784171,0.5833333333333334,0.9820421390408344,0.7432353027194463
SHA2144,SHA2144,Shaw Lifelong Learning Centre,0.14,,not-permissioned,0.9427897522369294,0.5833333333333334,0.9645761052192622,0.8302330635965083
SHA2145,SHA2145,Turf Lane Lifelong Learning Centre,0.21,,not-permissioned,0.7750018340573415,0.5833333333333334,0.9482862532198136,0.7688738068701628
SHA2147,SHA2147,Land at Mumps and Wallshaw Street,0.19,,not-permissioned,0.7321575699346542,0.5833333333333334,0.8650689797137965,0.7268532943272614
SHA2148,SHA2148,"Land at Southgate Street and Waterloo Street, Oldham",0.82,,not-permissioned,0.7098633405752551,0.5833333333333334,0.930063078467273,0.7410865841252873
SHA2149,SHA2149,"Land fronting Horsedge Street, including Temperence Hall",0.06,,not-permissioned,0.7449932052359286,0.5833333333333334,0.855839897985227,0.7280554788514962
SHA2150,SHA2150,Land at Bradshaw Street - South,0.1,,not-permissioned,0.6949264263413045,0.5833333333333334,0.724026316371772,0.66742869201547
SHA2154,SHA2154,"Land between Rochdale Canal, Middleton Road and Mills Hill Road",0.21,,not-permissioned,0.9675577061426445,0.5833333333333334,0.9174908522573819,0.82279396391112
SHA2155,SHA2155,"Henshaw House, Cheapside",0.17,,not-permissioned,0.6519302430696363,0.5833333333333334,0.9220779002337334,0.7191138255455677
SHA2156,SHA2156,Land at Brown Edge Road,0.09,,not-permissioned,0.9295993674391594,0.5833333333333334,0.9617503719831647,0.8248943575852191
SHA2160,SHA2160,"Land at St John Street, Lees",0.33,,not-permissioned,0.9203688858521404,0.5833333333333334,0.928362274567205,0.8106881645842262
SHA2157,SHA2157,Eldon Street Garages,0.09,,not-permissioned,0.7723676111600887,0.5833333333333334,0.8583650396421837,0.7380219947118686
SHA2158,SHA2158,"Limeside Road Garages, Hollinwood",0.2,,not-permissioned,0.6885392915446135,0.5833333333333334,0.9016538698826168,0.7245088315868545
SHA2162,SHA2162,Land at Hilda Street,0.15,,not-permissioned,0.5519831386068246,0.5833333333333334,0.8308228396928783,0.6553797705443455
HLA2358,HLA2358,"Land off Nicholas Road (Eastside), Oldham",0.21,,not-permissioned,0.7563805744830613,0.5833333333333334,0.9316569647444987,0.7571236241869644
HLA2819,HLA2819,"Land between 16 and 18 Propps Hall Drive, Failsworth",0.07,,not-permissioned,0.8251039511155097,0.5833333333333334,0.9409669198565138,0.7831347347684523
HLA2984,HLA2984,"Land off, Knowsley Avenue, Springhead, Oldham.",0.07,,not-permissioned,0.7816427695283829,0.5833333333333334,0.8267925467541973,0.7305895498719712
HLA3155,HLA3155,"Land adj., 14 Sheepfoot Lane, Oldham, OL1 2PD",0.02,,not-permissioned,0.7261064755613337,0.5833333333333334,0.942901881152013,0.7507805633488934
HLA3236,HLA3236,"Land behind 190-198 Limeside Road, Oldham",0.07,,not-permissioned,0.7713368987398971,0.5833333333333334,0.9793414489173291,0.7780038936635197
HLA3531,HLA3531,"Land to the South of 474 Ripponden Road, oldham",0.08,,not-permissioned,0.6369154549557345,0.5833333333333334,0.7037093691859141,0.641319385824994
SHA1735,SHA1735,"Ram Mill, Gordon Street, Chadderton, OL9 9RJ",1.14,,not-permissioned,0.8123234280958723,0.5833333333333334,0.9403069044827588,0.7786545553039881
SHA2165,SHA2165,"Park Lane House, 2 Rochdale Lane, Royton, OL2 5QP",0.07,,not-permissioned,0.979132754756957,0.5833333333333334,0.9276695061688691,0.8300451980863865
SHA2166,SHA2166,"Fmr St Marys Roman Catholic Church, Ruth Street, Oldham OL1 3EZ",0.25,,not-permissioned,0.5837358354601097,0.5833333333333334,0.8716196182336704,0.6795629290090378
HLA3596,HLA3596,"91 Middleton Road, Royton, OL2 5JJ",0.02,,permissioned,0.9204124346629113,0.5833333333333334,0.9756323913502462,0.8264593864488302
HLA3160,HLA3160,"Woodfield Centre, Off Netherfield Close, Oldham, OL8 4ET",0.63,not-owned-by-a-public-authority,permissioned,0.8501352769010387,0.5833333333333334,0.8162632640453747,0.7499106247599157
HLA3319,HLA3319,"Express Dairies Milk, Ridgefield Street, Failsworth, M35 0HJ",0.91,not-owned-by-a-public-authority,permissioned,0.8707070831882817,0.5833333333333334,0.9639307468988968,0.8059903878068373
HLA2357,HLA2357,"Land adj to 265 Oldham Road, Failsworth",0.13,,permissioned,0.8642089996353611,0.5833333333333334,0.8929524461428323,0.7801649263705089
HLA2925,HLA2925,"Mill Lane, off Wall Hill Road, Dobcross (Wall Hill Mill)",2.7,,permissioned,0.8199446452978252,0.5833333333333334,0.686630479364058,0.6966361526650721
HLA3030,HLA3030,"Land at Coronation Road, Failsworth, Manchester. M35 0LT",0.07,,permissioned,0.8079866754830328,0.5833333333333334,0.9544560451302434,0.7819253513155365
HLA3283,HLA3283,"LAND ON NORTH OF, Sugar Lane, Dobcross, OL3 5AG",0.29,,permissioned,0.9632291196414583,0.5833333333333334,0.6109548250883561,0.7191724260210494
HLA3335,HLA3335,"212 Middleton Road, Oldham, OL9 6BH",0.02,,permissioned,0.5453229746406306,0.5833333333333334,0.9182621349128005,0.6823061476289215
HLA3459,HLA3459,"The Stables, Oak Hill Stannybrook Road, Daisy Nook, Failsworth, Manchester, M35 9WJ",0.27,,permissioned,0.9720484669604493,0.5833333333333334,0.8084492343461807,0.787943678213321
HLA3528,HLA3528,"Robin Hill Bangladeshi Youth Club, Trafalgar Street, Oldham, OL1 2HY",0.11,,permissioned,0.5728404523276184,0.5833333333333334,0.785372896007765,0.6471822272229056
HLA3588,HLA3588,"Brunswick House, 86 Union Street, Oldham, OL1 1DE",0.14,,permissioned,0.7184553584597154,0.5833333333333334,0.8357134997469224,0.7125007305133236
HLA3588.1,HLA3588.1,"Brunswick House, Union Street, Oldham, OL1 1DR",0.14,,permissioned,0.7184553584597154,0.5833333333333334,0.8357134997469224,0.7125007305133236
HLA3600,HLA3600,"2 Ashton Road, Oldham, OL8 1HF",0.04,,permissioned,0.7672793886874507,0.5833333333333334,0.8889233579863917,0.7465120266690586
HLA3696,HLA3696,Old YMCA building on corner of Roscoe Street and Prince Street,0.03,,permissioned,0.7243681801987036,0.5833333333333334,0.909881414032033,0.7391943091880234
HLA3761,HLA3761,"Harrop Court Mill, Harrop Court Road, Diggle, OL3 5LL",0.62,,permissioned,0.9363634639011189,0.5833333333333334,0.7101301314841114,0.743275642906188
SHA1759,SHA1759,"Former Leisure Centre site, Lord Street, Oldham",1.5,,permissioned,0.661824398855998,0.5833333333333334,0.7482494206732943,0.6644690509542085
HLA3214,HLA3214,"Scouthead Filling Station, 1025 Huddersfield Road, Scouthead, Oldham, OL4 4AS",0.2,,permissioned,0.6150024701067964,0.5833333333333334,0.8131038893921521,0.6704798976107605
HLA3227,HLA3227,"Land bounded by Stafford Street, Lynn Street, Durham Street and Cambridge Street, Oldham, OL9 7DP",1.47,,permissioned,0.6762335669860017,0.5833333333333334,0.7715540164193068,0.6770403055795473
HLA3588.2,HLA3588.2,Brunswick House Union Street Oldham OL1 1DE,0.02,,permissioned,0.8793496077796042,0.5833333333333334,0.9113314126561559,0.7913381179230311
HLA3872,HLA3872,"25 High Street, Shaw, OL2 8RF",0.02,,permissioned,0.9411212551788767,0.5833333333333334,0.9546952547073883,0.8263832810731994
HLA3898,HLA3898,"572 Ashton Road, Oldham, OL8 3HW",0.57,,permissioned,0.9940556323610986,0.5833333333333334,0.5704512684695432,0.7159467447213251
HLA3940,HLA3940,596 Huddersfield Road Oldham OL4 2HD,0.03,,permissioned,0.7062566284490457,0.5833333333333334,0.8974458754108049,0.7290119457310613
HLA3943,HLA3943,409 Oldham Road Failsworth Oldham M35 0AA,0.01,,permissioned,0.8198181807943405,0.5833333333333334,0.8395530302804192,0.7475681814693643
HLA3944,HLA3944,17 - 21 Mumps Oldham Oldham OL1 3TL,0.03,,permissioned,0.8198181807943405,0.5833333333333334,0.8395530302804192,0.7475681814693643
HLA3968,HLA3968,"31-33 Milnrow Road, Shaw, Oldham, OL2 8AP",0.09,,permissioned,0.9732504143102128,0.5833333333333334,0.9341182233235517,0.8302339903223658
HLA3976,HLA3976,Aspull Catering Equipment Ltd Milton Street Royton Oldham OL2 6QU,0.39,,permissioned,0.7865447334262105,0.5833333333333334,0.6923463891805056,0.6874081519800165
HLA3981,HLA3981,"Shaw Distribution Centre, Linney Lane, Shaw, Oldham, OL2 8HF",12.45,,permissioned,0.9526254272061437,0.5833333333333334,0.7754244540044825,0.7704610715146533
HLA4010,HLA4010,Holden Fold Mill Holden Fold Lane Royton Oldham OL2 5BY,0.17,,permissioned,0.8473298518636635,0.5833333333333334,0.876388032944378,0.7690170727137916
HLA4066,HLA4066,"Ambulance Station Former Moor Street, Shaw Oldham OL2 7BE",0.14,,permissioned,0.8611381598961673,0.5833333333333334,0.9464771551445048,0.7969828827913351
SHA0021,SHA0021,"Land between Prince Street, Oldham Way and Mumps metrolink stop (former Mumps site)",0.98,,permissioned,0.7213816874707607,0.5833333333333334,0.9637235019324005,0.7561461742454982
HLA3172,HLA3172,"Hey House Farm, Ripponden Road, Denshaw, OL3 5UN",0.28,,permissioned,0.7913415125694375,0.5833333333333334,0.6779746969787828,0.6842165142938512
HLA3989,HLA3989,"Former High Barn Resource Centre, High Barn Street, Royton, Oldham, OL2 6DW",0.32,,permissioned,0.8056270039780689,0.5833333333333334,0.927852673190863,0.7722710035007552
HLA4094,HLA4094,"Crime Farm, Knott Lanes, Oldham, OL8 3JE",0.66,,permissioned,0.9123145753520042,0.5833333333333334,0.823065881359581,0.7729045966816396
HLA4160,HLA4160,Thatcher and Belgrave Street,0.08,,permissioned,0.975984194246258,0.5833333333333334,0.868291368248344,0.8092029652759786
SHA2163,SHA2163,"Land at Foundry Street, Oldham",0.24,,permissioned,0.6608630057050804,0.5833333333333334,0.9370360664688934,0.7270774685024358
HLA2662 and HLA2663,HLA2662 and HLA2663,"Land at North Werneth Zone 6 (Hartford Mill, Edward St)",2.7,,permissioned,0.6958302628299851,0.5833333333333334,0.8279796431319515,0.7023810797650899
HLA2894,HLA2894,"Land bounded by Wilkes Street Oldham, OL1 4JW",0.06,,permissioned,0.6764321163893519,0.5833333333333334,0.7317959153216014,0.6638537883480955
HLA4107,HLA4107,Land At The Junction Of Ellen Street And Busk Road Chadderton Oldham,0.04,,permissioned,0.6858277730505046,0.7456564904442791,0.8985503779752051,0.7766782138233296
HLA4112,HLA4112,Land To The Rear Of Oak Road Oldham,0.12,,permissioned,0.6637751841264615,0.5833333333333334,0.9209643501065159,0.722690955855437
HLA4222,HLA4222,Land At Bow Street Oldham,0.04,,permissioned,0.6972229875998937,0.5833333333333334,0.9538459456097856,0.7448007555143376
HLA4225,HLA4225,Linney Lane Motors Linney Lane Shaw Oldham OL2 8HB,0.09,,permissioned,0.9675641975542398,0.5833333333333334,0.8457152647680412,0.7988709318852049
SH 0551,SH 0551,"Former Council Depot, Off Schofield Street, Littleborough",0.33,Local Authority,not-permissioned,0.9665093885184659,0.5833333333333334,0.9180857986588823,0.8226428401702272
SH 0559,SH 0559,"Mechplant, Off Schofield Street, Littleborough",0.43,Unknown,not-permissioned,0.9590493607207561,0.5833333333333334,0.9102971522849644,0.8175599487796846
SH 0591,SH 0591,"Darnhill School Site (Half), Sutherland Road, Heywood",0.48,Local Authority,not-permissioned,0.7468945482760723,0.5833333333333334,0.9459912643768539,0.7587397153287533
SH 0606,SH 0606,"Wardle Mill, Knowl Syke Street, Rochdale",0.95,Unknown,not-permissioned,0.9081021414008619,0.5833333333333334,0.8334029147150419,0.7749461298164123
SH 0827,SH 0827,"Dene Works, Edgar Street, Smallbridge",0.23,Unknown,not-permissioned,0.9191216793662838,0.5833333333333334,0.8216485377551599,0.7747011834849257
SH 0899,SH 0899,"Land At Moss Terrace / Bilberry Street, Rochdale",0.06,Unknown,not-permissioned,0.8404210371186651,0.5943864878291109,0.9093915948608362,0.7813997066028708
SH 0902,SH 0902,"Norden Fire Station Edenfield Road, Roch",0.07,Unknown,not-permissioned,0.9268063601936353,0.5833333333333334,0.7304499556421197,0.7468632163896961
SH 0991,SH 0991,The Acres Wentworth Close Middleton,0.05,Unknown,not-permissioned,0.9044300238707998,0.5833333333333334,0.9145855020652754,0.8007829530898029
SH 0996,SH 0996,"Laurel Grove, Roch Valley Way Rochdale",0.1,Unknown,not-permissioned,0.9516057045537476,0.5833333333333334,0.938917409164084,0.8246188156837216
SH 1094,SH 1094,"Greave Mount, Hudson Walk, Rochdale",0.41,Unknown,not-permissioned,0.8520659142077713,0.5833333333333334,0.8559286831748832,0.7637759769053294
SH 1125,SH 1125,"Fmr Redcross Mill, Redcross Street, Rochdale",0.39,Unknown,not-permissioned,0.9567521059308258,0.6851574212893553,0.9139225307130279,0.8519440193110697
SH 1135,SH 1135,"Land At Buxton Street, Heywood",0.15,Unknown,not-permissioned,0.6860345001641215,0.5833333333333334,0.8360609678492911,0.7018096004489154
SH 1146,SH 1146,"Land Junc Wood Street/Factory Street, Middleton",0.07,Unknown,not-permissioned,0.9599623530915107,0.5833333333333334,0.8704188943886059,0.8045715269378166
SH 1156,SH 1156,"Manchester Street/ Hardfield Street, Heywood",0.27,Unknown,not-permissioned,0.7675148742654643,0.5833333333333334,0.9653247235181006,0.7720576437056327
SH 1218,SH 1218,"Providence United Reformed Church, Market Place",0.2,Unknown,not-permissioned,0.9504504716857637,0.5833333333333334,0.733219421295386,0.7556677421048277
SH 1253,SH 1253,"Site Of Keb Packaging, Mills Hill Road, Middleton",0.47,Unknown,not-permissioned,0.8807652288562222,0.5833333333333334,0.928017857572574,0.7973721399207099
SH 1398,SH 1398,"Land At Juntion Of Clay Bank Street, Cedar Avenue And Kirkstall Avenue, Heywood",0.58,Local Authority,not-permissioned,0.9161869062024338,0.5833333333333334,0.9300391959008464,0.8098531451455379
SH 1524,SH 1524,"Royal Spice, 68 Stanycliffe Lane, Middleton",0.1,Unknown,not-permissioned,0.9159764505901927,0.5833333333333334,0.9533286192697918,0.8175461343977727
SH 1599,SH 1599,"Spotland Bridge, New Mill, Mellor Street, Rochdale",0.82,Unknown,not-permissioned,0.9670104408774859,0.5833333333333334,0.8089442545973329,0.7864293429360507
SH 1639,SH 1639,"9-11 Todmorden Road, Littleborough",0.05,Unknown,not-permissioned,0.9911169400096786,0.5833333333333334,0.9450482196490717,0.8398328309973612
SH 1690,SH 1690,"Site Of Oddfellows Arms Ph, 78 Peel Lane, Heywood",0.32,Local Authority,not-permissioned,0.9523748172727478,0.5833333333333334,0.9401373321638756,0.8252818275899855
SH 1750,SH 1750,"Land To South Of Clay Bank Street, Heywood",0.31,Local Authority,not-permissioned,0.9068105400318577,0.5833333333333334,0.9595526480008194,0.8165655071220034
SH 1854,SH 1854,"Land At Regent Street/ Jermyn Street, Rochdale",0.27,Unknown,not-permissioned,0.9422809960676706,0.5833333333333334,0.9485675905939671,0.8247273066649904
SH 1917,SH 1917,"101 - 103 Long Street And 1,3,& 5 Durnford Street, Middleton",0.06,Unknown,not-permissioned,0.9099070406561655,0.5833333333333334,0.9209050519198587,0.8047151419697859
SH 1998,SH 1998,"Former The Nile, 1 Drake Street, Rochdale",0.09,Unknown,not-permissioned,0.9558939901707569,0.5833333333333334,0.892432136351491,0.8105531532851938
SH 2090,SH 2090,"Land At Stratford Avenue, Rochdale",0.07,Local Authority,not-permissioned,0.9203671405440813,0.75,0.9579930660765239,0.8761200688735351
SH 2119,SH 2119,"Remainder Of Ladybarn Car Park, Harbour Lane, Milnrow",0.14,Unknown,not-permissioned,0.936791856417672,0.5833333333333334,0.9358439943280077,0.8186563946930043
SH 2243,SH 2243,"Remainder Of Dale Mill, Chapel Street, Milnrow",0.57,Unknown,not-permissioned,0.9959640472368546,0.5833333333333334,0.8074570123069064,0.7955847976256981
SH 0677,SH 0677,"Mutual Mills (1 & 2), Mutual St, Heywood",1.18,Unknown,not-permissioned,0.8641549174875552,0.5833333333333334,0.9390344205116767,0.7955075571108551
SH 0911,SH 0911,"Bamford Squash, Bamford Rd, Heywood",1.06,"Local Authority, Unknown",not-permissioned,0.894020324072592,0.5833333333333334,0.9323442259474144,0.8032326277844466
SH 1236,SH 1236,"22-26 Bridge Street, Heywood",0.06,Unknown,not-permissioned,0.8217713465075959,0.5833333333333334,0.945321332840855,0.7834753375605947
SH 1397,SH 1397,"Land On The Corner Of Ash St And Peel Lane, Heywood",0.37,Local Authority,not-permissioned,0.9096940067134692,0.5833333333333334,0.9137857601463669,0.8022710333977231
SH 1755,SH 1755,"Angel Meadow Phase 2, Heywood",0.33,Local Authority,not-permissioned,0.8021840303156171,0.5833333333333334,0.9250982100662476,0.7702051912383995
SH 1756,SH 1756,"Angel Meadow Phase 1, Heywood",0.84,Local Authority,not-permissioned,0.7988856036624464,0.5833333333333334,0.9438204287416261,0.7753464552458019
